raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr7_67393178_67393250_+	0	2	1	6	1	0	1	1	2	0	4	0	3	2	2	0	0	0	0	0	3	1
chr10_55850488_55850489_+	5	10	4	30	4	8	8	3	8	5	13	13	14	12	9	6	9	4	7	3	17	12
chr18_29494371_29494465_+	9	22	35	118	35	8	36	9	64	24	23	9	37	24	57	18	45	8	38	3	44	22
chr4_122124858_122124917_+	0	2	2	5	2	3	2	0	5	3	5	3	4	2	7	8	2	2	6	0	6	5
chr6_25720357_25720397_-	0	1	1	3	0	3	0	2	0	3	7	1	4	3	0	2	1	6	1	0	2	1
chr6_3390597_3390692_-	0	3	0	5	2	5	2	1	3	4	2	2	5	4	3	0	0	0	0	0	3	3
chr7_127650729_127650746_+	1	5	5	14	13	2	8	3	10	2	23	9	14	8	12	8	12	2	3	0	9	1
chr8_126477299_126477301_+	0	0	0	1	1	1	4	2	1	0	3	4	3	0	2	3	1	0	0	1	2	1
chr8_75133981_75134042_-	0	3	2	13	9	6	7	3	5	12	35	14	18	19	16	14	13	5	2	1	11	4
chrX_21250038_21250041_+	0	0	0	1	1	1	1	0	3	0	3	2	2	4	3	1	0	0	0	1	2	1
chr15_35569641_35569718_+	1	3	4	10	3	1	4	2	4	2	2	3	5	2	7	4	2	3	2	0	4	1
chr6_21638474_21638491_-	0	1	3	6	0	2	0	0	2	2	0	1	1	1	1	2	1	0	1	0	1	1
chrX_93984741_93984749_-	0	2	3	7	6	0	2	1	4	1	2	1	4	3	3	1	2	1	1	0	4	0
chr13_81183612_81183624_-	0	1	1	3	3	0	1	1	4	2	1	2	2	2	6	1	0	0	1	0	2	1
chr10_68600497_68600586_-	2	12	7	18	36	6	12	8	51	16	54	9	55	23	63	34	29	8	4	3	19	4
chr10_86469155_86469233_-	2	5	5	10	9	2	10	9	6	11	4	15	5	12	7	14	4	3	6	2	8	5
chr15_57026415_57026501_-	0	2	4	3	7	0	3	0	6	2	2	1	6	1	5	1	1	1	4	0	3	1
chr20_35421194_35421206_+	0	1	0	1	0	0	0	0	0	0	3	10	2	13	0	0	0	1	1	1	3	2
chr2_182618346_182618348_+	0	0	2	8	1	2	0	0	2	2	6	1	9	15	2	1	2	1	5	2	9	5
chr3_55602185_55602252_-	4	10	18	23	25	8	13	5	24	19	17	4	19	13	17	14	20	6	17	3	16	7
chr4_122130711_122130777_+	2	20	21	24	18	15	12	17	17	32	19	16	20	41	27	25	18	16	14	3	16	13
chr14_84629515_84629557_+	1	0	0	4	1	1	1	2	0	2	4	3	2	0	3	2	0	2	1	0	1	1
chr5_145534633_145534634_-	0	0	2	1	0	0	2	1	0	1	0	0	1	0	1	0	0	0	4	1	1	2
chr5_151784680_151784744_+	1	8	10	25	18	21	17	23	36	25	32	34	34	30	46	53	36	34	15	3	24	13
chr10_71405877_71405878_+	0	3	5	8	2	0	0	2	3	2	3	0	5	1	2	3	1	2	2	0	3	1
chr1_251603017_251603052_-	0	1	0	6	5	2	0	1	6	4	8	1	5	3	9	0	3	1	0	0	4	1
chr18_1294474_1294554_-	1	3	2	7	5	2	3	4	9	7	6	1	6	10	6	1	5	4	2	0	5	1
chr19_40648036_40648049_+	2	3	0	4	0	0	0	1	3	4	1	6	6	4	0	1	3	0	1	0	3	0
chr10_58644724_58644726_+	0	5	0	4	1	0	0	1	0	1	0	3	1	3	1	2	0	1	0	0	5	2
chr18_27388497_27388503_-	1	2	2	4	1	2	2	2	4	4	2	1	1	1	3	1	2	0	1	3	3	3
chr17_71296742_71296758_+	0	4	6	14	5	2	2	0	9	2	27	7	22	4	15	2	8	2	0	0	4	0
chr5_30479305_30479307_+	2	3	6	22	6	0	0	0	4	3	3	0	6	1	8	3	5	0	3	2	11	2
chr2_224206075_224206077_-	0	1	1	7	2	1	4	1	5	1	5	1	6	3	4	0	3	1	2	0	3	4
chr1_97374408_97374485_+	1	1	0	5	1	1	0	0	4	0	3	1	4	4	1	3	2	1	1	0	4	0
chr3_146876166_146876205_+	0	0	0	1	3	0	2	1	1	3	6	5	2	4	3	10	1	1	0	1	2	1
chr5_127749734_127749811_-	1	1	2	4	4	2	0	2	1	4	2	1	3	1	6	3	2	2	0	2	1	1
chr8_20498611_20498693_+	2	4	4	16	7	1	3	1	5	1	5	1	5	5	3	4	5	0	4	0	9	2
chr5_155294313_155294329_+	0	0	2	5	0	0	0	3	1	1	2	0	4	1	1	1	2	1	3	0	4	1
chr1_207359438_207359441_+	2	5	0	4	3	3	5	1	3	8	4	2	6	11	7	7	0	7	1	0	3	2
chr1_97181105_97181172_-	0	3	2	9	6	0	3	2	9	3	8	2	5	6	9	2	9	0	0	0	3	2
chr19_24979183_24979184_-	1	1	1	2	1	2	1	0	2	0	1	2	1	1	1	1	3	0	2	0	2	0
chr3_169684907_169684908_+	0	2	3	7	2	2	1	1	4	6	4	0	4	2	5	5	2	1	1	0	4	0
chr8_68979445_68979446_-	0	0	2	2	1	1	1	1	2	1	1	0	2	1	3	0	2	0	2	1	3	0
chr3_30670922_30670999_+	2	14	18	26	34	14	9	11	38	14	30	18	39	17	26	19	19	7	13	0	15	7
chr3_67912803_67912894_-	2	3	1	0	0	4	0	6	2	7	3	2	2	10	1	5	3	5	2	2	2	1
chr2_203916478_203916480_+	0	2	1	0	1	1	0	3	0	4	0	1	0	2	0	5	0	1	0	1	1	0
chr5_138377642_138377644_-	0	1	2	5	0	1	0	2	1	0	0	0	2	1	3	1	0	2	3	0	4	2
chr10_6958148_6958226_+	0	1	0	6	1	1	2	1	7	0	1	0	2	1	5	1	2	4	1	0	4	3
chr15_22667797_22667834_-	0	2	3	2	1	0	2	1	4	0	2	0	5	2	7	2	1	0	1	1	2	0
chr2_30428437_30428438_-	0	1	3	9	14	2	3	2	4	1	1	2	2	0	1	1	2	2	1	0	3	1
chr7_142202054_142202113_+	0	2	0	2	4	2	1	1	2	3	5	1	5	3	4	2	5	0	0	0	2	1
chr6_58541661_58541662_-	0	3	6	5	0	3	6	1	11	1	6	4	6	0	6	5	6	1	7	1	6	3
chr8_113038366_113038378_-	1	1	1	2	5	0	2	0	2	1	0	1	4	6	1	1	1	2	2	0	2	0
chr17_7121410_7121460_+	2	6	0	3	1	1	0	3	0	1	0	7	2	14	2	2	0	1	0	2	2	5
chr4_48620435_48620436_+	1	1	1	6	0	0	1	0	0	1	0	0	0	1	2	3	1	1	0	0	1	0
chr13_105516930_105516994_-	0	1	1	11	1	1	0	1	1	1	0	2	3	3	1	1	1	0	0	0	3	2
chr1_82725045_82725084_+	2	4	4	16	0	2	0	4	1	3	5	6	2	10	1	1	0	3	4	1	5	7
chr7_121410790_121410816_-	1	3	2	15	1	3	1	0	1	1	6	1	4	2	4	2	1	0	1	0	6	2
chr5_158269323_158269375_+	1	4	3	8	7	8	4	5	6	16	7	10	7	20	7	20	3	19	4	4	9	7
chr8_30150379_30150385_+	0	4	1	1	1	0	2	1	2	2	1	0	3	5	0	0	0	3	0	0	0	1
chr12_36523795_36523796_+	1	0	0	3	1	0	0	1	1	0	2	0	4	0	1	0	1	0	2	0	1	2
chr13_91236933_91236934_-	0	2	0	3	1	0	0	0	1	1	2	1	1	0	2	2	0	0	1	0	4	2
chr7_112864356_112864358_-	1	3	1	3	2	1	0	3	2	6	1	2	1	8	3	4	0	2	0	0	0	1
chrX_21649717_21649773_-	2	1	0	5	1	3	2	4	3	3	1	1	2	4	5	0	0	2	2	1	2	4
chr12_17636439_17636509_+	0	0	3	3	4	0	5	0	9	0	6	0	7	1	11	1	6	0	2	0	1	0
chr10_13013476_13013477_-	0	2	0	2	0	0	0	2	2	1	1	1	1	2	0	1	2	0	0	0	2	1
chr11_52312799_52312856_-	2	1	2	9	4	2	4	5	4	2	3	2	3	2	3	4	3	3	2	1	2	3
chr1_207732231_207732291_-	4	24	31	49	23	20	12	21	33	22	26	21	31	26	29	39	21	19	16	7	34	13
chr14_6356454_6356541_-	0	4	1	1	0	3	0	1	2	4	2	0	0	9	1	2	0	3	0	0	0	1
chr19_39718183_39718205_+	3	3	5	8	7	4	3	3	4	5	5	11	6	4	8	6	4	3	6	0	5	0
chr4_159367356_159367437_+	2	0	4	5	6	2	0	1	4	2	6	2	4	2	9	0	5	0	3	3	2	1
chr5_151121237_151121337_-	1	1	1	2	1	1	0	0	4	7	1	2	2	2	2	2	0	3	0	2	2	0
chr5_169534245_169534250_+	1	3	0	2	0	2	0	5	1	8	0	12	3	9	1	8	2	6	1	0	1	3
chr8_125103316_125103404_+	3	9	6	19	14	8	3	5	12	9	7	2	5	12	12	11	10	8	8	5	18	11
chr7_50518500_50518554_+	0	6	6	9	17	3	6	1	7	2	8	5	12	3	9	3	8	0	2	2	6	3
chr11_73036969_73036995_-	0	2	2	8	1	1	1	2	3	2	2	2	1	3	2	6	1	2	1	0	5	1
chr1_180914636_180914692_-	1	1	5	3	3	1	2	1	6	6	6	2	3	4	6	5	7	0	4	1	2	0
chr12_33365563_33365627_+	0	2	2	8	5	1	0	0	2	1	3	1	10	4	5	1	2	0	1	0	5	1
chr20_19370306_19370309_-	0	0	1	8	2	0	3	0	1	1	2	1	1	1	0	0	5	1	1	1	3	4
chr4_104837883_104837884_+	1	3	1	3	1	0	1	2	1	1	1	0	4	0	3	1	4	1	0	0	1	0
chr12_35449294_35449389_-	0	2	0	2	1	2	2	1	2	3	2	3	4	4	4	1	1	1	0	0	2	1
chr15_47639753_47639754_+	1	0	0	3	1	1	2	1	1	0	0	0	2	0	0	1	1	0	2	0	2	1
chr18_24010914_24010984_-	1	1	4	8	4	5	1	0	1	4	3	2	4	4	3	2	3	1	3	1	4	1
chr4_182641779_182641780_-	1	3	2	4	1	2	2	0	2	2	3	1	0	1	1	1	0	2	1	0	1	1
chr13_47379154_47379157_+	1	2	1	5	2	1	3	2	1	5	0	2	1	3	1	1	1	0	2	1	5	2
chr3_3576570_3576632_+	1	1	0	2	0	3	1	2	0	10	1	2	1	6	1	14	1	2	0	1	2	0
chr15_104914746_104914749_+	5	11	5	14	1	10	2	9	4	15	5	11	4	15	7	15	3	8	5	2	6	8
chr13_47698102_47698103_+	1	1	0	2	0	1	1	1	0	1	1	0	2	2	1	0	1	1	0	1	2	0
chr6_92076880_92076955_+	1	4	1	1	1	1	0	2	0	5	2	1	2	3	1	1	0	2	1	0	0	2
chr10_43631981_43632040_-	8	24	62	64	78	28	53	29	101	28	77	22	97	35	114	42	82	20	41	10	58	11
chr17_7857102_7857105_+	0	1	1	1	1	1	3	1	3	0	0	0	5	0	3	0	4	0	1	0	2	0
chr19_36914969_36914993_-	1	4	6	21	8	1	8	2	9	6	16	3	15	6	16	6	9	6	2	0	7	2
chr15_23689044_23689106_+	0	2	1	0	3	2	4	0	4	0	0	2	1	2	3	0	1	0	2	0	1	2
chr7_119226635_119226639_+	1	1	0	2	4	0	0	0	4	0	0	1	2	1	0	0	1	1	1	0	1	1
chr9_61807521_61807522_-	1	0	0	2	0	0	0	0	1	0	0	0	1	0	2	0	1	1	2	0	2	0
chr9_86230258_86230295_+	1	5	1	7	2	3	2	2	1	6	1	2	1	2	5	5	2	2	0	0	3	2
chr1_167785320_167785413_+	1	5	4	10	2	5	2	5	2	5	4	4	4	7	8	6	9	5	1	2	3	5
chr2_178096669_178096759_-	8	13	37	72	81	19	51	13	82	19	82	20	98	32	77	24	85	16	36	6	40	12
chr3_118163464_118163532_+	3	7	1	13	3	3	1	6	4	11	1	8	9	19	6	16	4	7	1	1	9	1
chr10_14167206_14167208_-	0	1	0	6	1	0	2	1	1	1	2	1	0	0	5	1	2	1	1	0	7	1
chr17_19232648_19232660_-	3	12	11	39	27	11	19	4	23	11	39	9	44	17	31	12	40	12	4	2	19	4
chr4_156316653_156316702_-	0	1	0	1	3	1	3	1	3	1	2	2	5	3	2	0	0	0	1	1	2	3
chr11_82995782_82995836_-	1	3	1	3	1	0	1	1	4	1	2	1	1	2	3	1	2	1	0	0	1	0
chr17_24094124_24094181_-	2	5	0	10	2	3	2	3	1	4	2	3	3	6	6	3	1	7	0	0	4	1
chr19_11472993_11472999_-	0	2	0	4	3	2	1	2	4	1	6	2	2	7	1	2	1	0	0	1	4	3
chr1_95391200_95391237_-	1	1	3	6	0	2	1	1	4	4	4	1	3	2	5	1	1	0	3	1	3	2
chrX_21675604_21675676_-	1	0	2	8	5	3	0	0	10	1	2	1	7	4	4	1	3	1	4	0	7	0
chr1_138011813_138011871_-	4	5	3	10	17	1	8	7	18	12	9	6	17	12	10	5	9	7	7	2	10	4
chr1_35958026_35958101_-	0	2	1	2	3	2	1	0	4	4	0	0	2	2	0	2	2	0	1	0	1	2
chr2_232967973_232968042_+	1	6	11	16	12	3	9	1	8	3	12	3	17	12	7	6	2	2	5	2	9	2
chr3_33970005_33970050_-	1	2	4	13	9	0	3	1	10	0	8	2	14	3	16	4	8	2	6	0	12	1
chr7_110811536_110811582_+	1	12	24	50	20	10	31	11	34	8	41	10	34	9	56	16	37	6	3	0	17	0
chrX_47810165_47810167_+	2	5	8	8	2	1	5	5	5	4	4	5	9	5	5	10	3	2	5	3	3	4
chr1_178224924_178224928_+	0	2	2	6	0	0	2	0	2	2	3	2	4	1	4	3	1	0	1	0	1	3
chr3_68277325_68277364_+	1	2	6	13	14	4	5	2	16	9	4	5	20	13	16	9	7	6	9	1	11	4
chr11_84670133_84670191_+	4	2	2	10	1	3	2	3	4	3	3	2	1	3	5	2	1	1	2	2	3	2
chr15_23665133_23665134_+	0	5	0	0	3	1	0	1	2	4	0	3	2	7	1	7	0	2	0	0	0	3
chr10_13416369_13416370_-	0	2	0	2	0	0	0	1	1	4	1	0	0	3	1	3	2	1	0	0	1	2
chr10_95317261_95317264_+	2	0	1	8	3	2	0	0	0	1	4	4	1	8	7	3	1	2	1	1	2	1
chr3_8789953_8790034_+	2	6	3	8	7	11	4	14	7	17	15	30	9	27	17	41	9	25	1	0	3	1
chr10_10649094_10649100_+	0	4	9	21	4	0	1	1	4	1	3	0	10	3	10	4	4	3	6	1	14	3
chr1_15409436_15409521_+	1	4	6	20	9	7	5	4	12	6	17	6	26	10	15	8	10	6	4	0	9	3
chr1_186552241_186552252_-	4	6	2	13	3	6	3	4	5	7	0	7	6	11	4	7	2	5	4	1	6	6
chr1_29394630_29394640_+	0	2	1	2	1	0	0	0	4	2	0	0	5	4	1	3	3	2	0	1	0	3
chr13_69438570_69438572_-	1	10	1	5	3	3	1	4	1	8	5	18	8	25	1	3	1	3	1	1	3	9
chr3_118992396_118992453_+	0	4	3	6	1	1	0	2	0	1	2	0	3	0	1	0	0	0	0	1	1	3
chr3_124076022_124076024_+	0	0	3	4	2	4	0	0	2	2	2	1	2	1	1	0	1	0	4	1	1	3
chr3_55600048_55600141_-	8	21	39	44	23	12	19	16	26	21	30	8	28	30	22	16	15	11	27	15	30	19
chr3_76726643_76726739_+	0	0	2	5	5	0	0	2	3	0	3	3	4	5	0	0	0	0	4	0	4	2
chr5_144040499_144040509_+	0	0	2	5	1	1	0	0	2	1	3	0	4	6	3	0	0	2	3	0	4	1
chr9_10052827_10052828_+	0	2	7	9	1	2	3	0	2	4	4	1	5	3	6	5	4	1	1	2	2	1
chrX_156022958_156022960_+	1	4	3	5	6	3	1	0	1	2	3	2	5	3	4	6	0	4	0	3	1	4
chrX_157241194_157241264_+	2	3	0	6	1	1	2	3	2	9	4	5	4	7	3	4	0	3	0	0	2	0
chr20_2940098_2940101_-	1	1	2	5	2	1	1	1	2	2	1	1	2	0	2	2	0	1	1	0	0	1
chr1_170388999_170389015_+	0	2	2	3	0	0	1	0	1	1	2	4	7	5	1	0	0	0	0	1	0	2
chr4_117401059_117401060_+	1	6	5	11	7	3	2	4	11	3	7	3	4	5	11	4	8	3	4	2	13	2
chr8_110566544_110566621_-	0	2	1	6	0	4	1	2	1	7	1	4	2	4	0	6	0	7	1	1	4	4
chr7_67432504_67432599_+	1	4	3	6	3	5	1	1	9	1	8	4	15	9	3	4	4	1	3	0	4	2
chr6_49204065_49204117_-	0	3	6	6	4	2	2	0	7	2	9	2	11	3	12	3	7	1	4	2	7	1
chr3_3717315_3717402_-	0	0	2	5	2	1	2	0	2	0	9	1	7	0	5	0	6	0	0	0	0	0
chr1_175517833_175517904_+	0	2	2	3	0	2	3	5	2	12	8	25	6	20	3	17	1	11	0	1	0	2
chr15_954258_954259_+	0	2	1	1	1	1	1	0	1	3	3	5	2	8	3	4	1	2	2	0	3	1
chr8_108168842_108168843_+	1	2	1	6	2	2	2	2	4	0	5	2	5	3	7	1	2	0	1	1	4	2
chr4_121171902_121171987_+	0	2	1	1	4	1	1	0	4	1	2	2	6	2	5	1	1	0	2	0	3	1
chr10_57795116_57795211_+	2	3	12	20	11	1	4	5	26	10	12	2	19	5	14	8	14	2	6	2	5	3
chr13_80214771_80214772_-	1	2	0	2	1	2	0	4	0	5	2	5	0	4	0	3	1	1	0	1	1	2
chr20_46718982_46718996_+	6	12	1	11	1	13	1	9	2	23	1	9	2	20	3	23	2	17	2	2	4	9
chr6_94863627_94863720_+	1	2	0	2	2	3	0	1	1	9	0	3	0	6	0	2	0	2	0	1	1	2
chr8_52880853_52880930_-	1	2	0	2	0	12	1	8	2	10	2	7	0	15	3	12	0	8	0	1	1	2
chr9_83987575_83987587_-	0	0	3	6	8	3	3	0	13	1	7	2	14	7	7	4	2	2	1	1	3	0
chr10_74993786_74993787_-	0	0	2	0	1	0	1	0	1	1	0	0	2	0	2	1	0	0	1	1	0	0
chr1_32051279_32051283_-	0	0	2	1	2	0	1	0	2	0	4	0	2	1	1	1	0	0	0	1	0	0
chr2_140414186_140414187_-	0	0	2	1	2	0	1	1	0	1	2	0	3	2	0	1	0	2	0	1	0	0
chr4_157221456_157221494_-	24	59	114	168	118	64	65	68	136	92	67	36	93	58	103	98	96	30	86	28	126	39
chr5_148268505_148268507_-	0	0	2	1	2	0	1	1	1	1	2	0	1	0	1	1	2	0	0	1	0	0
chr5_160593040_160593108_-	2	0	2	7	1	1	1	1	4	3	4	2	5	4	0	5	0	0	2	3	3	3
chr6_109179730_109179732_+	0	0	2	1	2	1	0	0	4	2	3	0	3	0	4	2	0	1	0	1	0	0
chr10_39003925_39003927_+	1	17	7	23	7	3	4	1	6	6	9	13	9	14	8	4	6	3	3	0	15	5
chr10_63100446_63100448_+	0	1	5	4	3	0	1	1	4	0	1	0	5	0	2	0	2	0	4	0	3	0
chr1_205991839_205991937_-	0	1	1	3	1	0	0	0	2	1	4	0	2	1	7	2	0	1	2	0	5	0
chr1_95651815_95651817_+	0	1	0	1	0	0	0	0	1	1	6	5	1	3	0	0	0	0	1	1	3	2
chr20_27425066_27425067_+	5	8	5	9	2	2	0	1	1	9	1	7	1	12	1	3	0	3	2	3	1	4
chr9_86879835_86879886_+	0	0	2	3	4	0	0	0	2	0	2	2	3	1	0	2	4	0	2	0	2	0
chrX_89398199_89398200_+	0	2	0	2	0	1	0	1	0	1	1	2	0	7	0	0	0	0	0	0	1	2
chr16_70620766_70620831_+	0	1	2	4	3	1	0	0	1	2	3	0	1	2	2	1	1	0	2	0	4	0
chr5_19196205_19196253_+	0	0	6	14	11	0	9	0	12	5	20	4	24	0	25	6	20	3	3	0	4	1
chrX_93940818_93940821_-	0	4	4	9	2	1	0	1	3	0	3	1	2	4	3	2	4	2	1	0	3	2
chr13_68107957_68107996_+	1	3	4	7	1	0	3	0	4	2	5	1	2	5	2	3	6	3	3	1	5	1
chr5_166733774_166733776_+	0	2	0	2	0	0	0	0	1	3	3	2	0	3	2	1	0	2	0	0	1	2
chrX_11179679_11179744_-	7	21	16	33	28	16	13	15	32	16	46	14	27	27	28	13	20	8	12	7	23	13
chr10_54402504_54402505_+	0	0	0	6	2	1	0	0	2	0	3	3	2	5	0	0	1	0	0	0	4	0
chr12_16811514_16811613_+	1	1	0	2	0	3	0	2	1	2	1	1	3	1	4	7	1	3	1	0	1	1
chr5_172749546_172749558_-	0	0	3	2	5	0	2	1	6	0	10	3	5	1	6	3	4	3	1	0	0	0
chr16_18099885_18099916_-	3	10	17	43	52	7	21	3	31	7	95	12	70	22	60	10	33	11	11	2	24	5
chr19_23145841_23145907_+	0	2	8	10	10	4	7	3	11	4	10	6	10	9	17	3	11	1	5	2	6	2
chr1_163299054_163299055_-	0	0	2	7	0	0	1	0	1	1	0	0	3	1	1	2	4	3	0	0	1	0
chr5_136836470_136836518_+	0	4	2	8	6	2	1	1	4	2	8	5	9	5	9	4	5	0	0	0	6	0
chr6_75012531_75012532_-	0	0	2	7	4	0	0	0	2	1	3	3	2	4	1	4	1	0	0	0	1	0
chr10_13992914_13992917_+	1	3	1	6	1	0	0	0	3	0	4	0	5	1	8	1	7	0	1	0	3	2
chr2_157444247_157444312_+	2	5	1	3	0	3	0	4	1	4	0	2	1	8	2	4	1	4	1	2	2	4
chr7_430997_431057_+	1	2	7	15	8	3	4	1	8	7	0	0	3	1	5	4	1	0	4	0	4	2
chr16_70805878_70805880_-	0	0	2	0	1	1	1	1	2	1	1	1	1	2	0	1	0	0	2	2	2	0
chr4_22157738_22157809_-	2	2	0	1	0	6	1	1	0	4	1	7	0	8	1	13	0	10	1	0	0	1
chr8_93566567_93566568_+	0	5	4	7	11	8	4	6	12	9	10	4	6	9	16	8	8	8	2	0	6	1
chr2_5266241_5266243_+	0	0	1	3	5	1	4	3	8	3	10	3	10	6	8	1	6	3	1	0	2	0
chr8_37997795_37997853_-	6	4	0	2	0	10	0	3	2	11	4	10	4	15	2	19	0	7	0	2	0	1
chr6_32425539_32425605_+	3	2	0	4	2	3	2	7	3	10	1	4	1	9	0	4	0	6	3	1	2	4
chr1_154954471_154954561_+	1	5	4	3	6	2	2	1	10	0	4	1	10	3	9	5	5	9	3	1	4	1
chr14_79732602_79732683_+	0	3	4	3	3	3	0	0	4	7	1	3	2	1	5	2	4	1	1	3	4	1
chr17_16951112_16951167_-	0	2	0	0	1	1	1	2	4	2	8	4	11	3	6	2	4	2	1	0	5	0
chr3_87995135_87995136_+	0	4	0	4	2	1	0	1	1	2	6	5	7	14	1	2	1	2	1	1	6	5
chr1_207919845_207919847_-	0	1	2	10	4	0	0	0	3	0	1	0	2	0	3	1	2	0	3	1	9	3
chr2_170308808_170308810_+	1	2	4	7	5	1	2	1	2	3	3	2	3	4	4	4	4	0	4	0	4	1
chr16_10393028_10393105_+	1	4	7	6	3	1	3	3	5	1	5	3	8	9	7	2	4	3	4	0	2	1
chr18_14715858_14715923_-	0	0	4	5	2	1	0	0	4	1	7	0	5	2	1	1	2	0	1	1	1	0
chr6_71861590_71861651_-	5	9	12	25	18	10	10	14	15	16	11	12	16	14	19	28	12	8	13	3	19	5
chr7_118347041_118347045_+	1	3	0	0	2	0	0	1	0	2	1	1	2	8	0	4	0	4	0	1	0	2
chr9_11037009_11037010_+	0	0	2	3	1	1	0	2	1	2	1	3	3	1	1	0	5	2	0	1	1	0
chr1_191013744_191013835_+	1	0	1	7	0	3	0	1	5	5	3	0	3	2	8	4	2	0	1	2	6	1
chr15_105511727_105511728_+	0	1	1	3	3	2	1	3	4	2	3	2	6	4	2	3	1	1	0	1	0	3
chr3_87959522_87959618_+	0	10	2	12	5	7	1	6	1	5	21	29	23	38	4	2	1	1	2	4	9	21
chr5_126195484_126195485_+	0	1	0	2	0	0	0	0	0	0	1	1	0	7	0	0	0	0	0	0	1	1
chr6_115211183_115211273_-	1	6	2	13	30	10	16	2	32	7	49	11	47	16	37	20	33	7	0	0	4	3
chr14_36001647_36001697_-	1	0	2	6	16	2	4	1	14	2	4	1	5	3	8	6	6	2	2	1	3	1
chr8_48081952_48081954_+	0	1	0	2	1	2	0	3	0	4	0	8	0	4	1	6	0	1	0	0	1	1
chr9_33616721_33616722_+	0	3	4	9	2	5	4	3	5	3	11	6	8	8	8	3	2	3	1	1	4	2
chr17_85595298_85595299_-	0	0	2	3	2	1	0	1	2	2	0	0	1	2	1	1	0	0	0	1	1	0
chr2_172269395_172269398_-	3	3	2	10	1	13	3	10	3	25	4	14	1	21	4	23	1	16	1	4	1	10
chr3_11784721_11784773_-	0	1	2	8	6	1	6	3	12	2	5	5	9	7	10	2	6	4	8	0	17	1
chr3_156037356_156037357_+	2	2	3	6	2	3	1	5	1	6	3	6	3	7	4	4	1	4	3	1	1	3
chr6_109089113_109089175_+	0	2	6	6	10	2	3	1	12	1	8	3	7	2	9	2	5	0	4	1	4	1
chr8_114946356_114946433_+	1	4	3	4	4	0	2	0	2	3	2	1	6	2	4	0	1	0	3	1	4	2
chr11_85985933_85986014_-	0	1	2	1	3	2	2	0	4	0	7	2	8	1	5	0	5	0	5	1	5	2
chr1_203327242_203327244_+	1	3	1	3	0	2	2	0	1	1	1	1	0	3	5	4	1	2	0	0	0	1
chr12_32268040_32268049_-	0	5	1	1	1	2	0	4	1	5	0	9	3	13	0	4	0	5	0	1	2	2
chr14_110407219_110407295_+	1	1	4	11	4	0	3	0	5	0	4	0	7	2	1	0	2	0	1	0	1	1
chr14_85677024_85677079_+	0	1	2	2	0	1	1	2	2	1	1	1	2	3	5	4	1	3	0	1	1	0
chr15_87303908_87303909_-	1	4	3	5	2	1	1	0	2	3	2	0	4	2	1	0	2	2	3	0	1	4
chr19_35561198_35561201_-	0	0	1	3	0	0	1	1	1	0	1	1	2	3	4	5	5	1	1	0	2	0
chr20_44468161_44468168_-	4	14	33	37	51	13	43	5	50	13	92	18	70	17	66	18	39	13	35	3	36	9
chr2_191378060_191378102_-	0	4	6	13	10	4	0	3	10	10	4	3	6	3	9	2	4	1	3	0	2	5
chr3_11341885_11341940_+	1	9	1	9	4	3	1	3	5	9	7	6	9	7	9	7	3	6	0	1	8	3
chr4_150251340_150251341_+	1	2	0	2	0	3	0	3	0	2	0	1	0	1	0	2	0	2	1	0	1	2
chr4_171841853_171841857_+	0	1	0	2	0	0	1	0	0	0	0	0	6	0	2	2	2	0	0	0	1	1
chr4_21689817_21689858_-	0	1	0	2	2	2	1	0	2	1	1	1	0	4	7	5	2	0	0	0	1	1
chr5_156697062_156697063_+	0	3	0	2	0	4	0	4	1	3	0	4	1	3	2	8	1	3	0	0	0	5
chr5_172593349_172593350_+	0	1	0	2	0	2	0	0	2	1	0	1	0	2	1	3	1	0	0	0	1	1
chr6_47435346_47435348_+	0	1	2	2	4	1	1	1	1	0	3	0	7	1	7	1	1	1	0	1	1	0
chr8_47478693_47478697_+	0	1	0	2	0	0	0	1	0	2	2	3	5	6	1	0	2	1	0	0	1	1
chr9_86226581_86226583_+	0	1	3	7	2	0	0	1	3	0	3	0	1	0	1	3	4	0	3	0	5	1
chrX_12915174_12915176_-	0	1	0	2	2	3	2	0	1	3	1	1	2	1	1	0	1	2	0	0	1	1
chrX_26891423_26891425_-	4	22	3	17	3	17	7	12	8	24	10	21	12	43	8	25	5	27	2	3	12	12
chr10_11631033_11631087_+	1	1	1	6	0	1	1	1	2	2	6	1	3	1	2	0	1	1	0	2	3	2
chr10_59104500_59104599_-	0	3	5	8	4	1	4	3	6	5	5	3	2	7	8	7	4	1	7	1	9	4
